#seq	f_pos	f_neg	mean_hydropathy mean_net_charge kappa
recF.txt 0.137255 0.140056 0.452972 0.002998 0.154708
recG.txt 0.103896 0.108225 0.485939 0.003447 0.177392
recJ.txt 0.102253 0.128250 0.492297 0.021173 0.151207
recN.txt 0.090416 0.135624 0.462186 0.035506 0.175605
recO.txt 0.148760 0.103306 0.471396 0.050198 0.198688
recQ.txt 0.114943 0.116585 0.470115 0.002988 0.160588
recR.txt 0.089552 0.129353 0.479547 0.034781 0.176385
recT.txt 0.130112 0.122677 0.460430 0.011724 0.174766
recX.txt 0.180723 0.162651 0.420214 0.021952 0.190629
relA.txt 0.125000 0.138441 0.462515 0.004785 0.176787
relB.txt 0.151899 0.202532 0.460056 0.050497 0.204625
relE.txt 0.221053 0.147368 0.461287 0.073370 0.143883
rem.txt 0.108434 0.132530 0.524766 0.022227 0.164825
renD.txt 0.213115 0.081967 0.456102 0.130619 0.183428
rep.txt 0.132244 0.135215 0.454648 0.002218 0.183504
rfaD.txt 0.093548 0.141935 0.468495 0.044670 0.124173
rfaE.txt 0.106918 0.127883 0.499604 0.018634 0.177330
rfaH.txt 0.117284 0.104938 0.484362 0.019414 0.189802
rfbA.txt 0.102389 0.119454 0.478574 0.014796 0.164620
rfbB.txt 0.102493 0.138504 0.450139 0.027567 0.139832
rfbC.txt 0.102703 0.135135 0.477357 0.025072 0.152101
rfbD.txt 0.086957 0.110368 0.489669 0.018049 0.164487
rfbX.txt 0.072289 0.031325 0.601874 0.043526 0.155075
rfe.txt 0.098093 0.043597 0.585226 0.058631 0.324948
rffA.txt 0.095745 0.114362 0.492524 0.013391 0.152628
rffC.txt 0.093923 0.088398 0.488582 0.006726 0.224690
rffD.txt 0.088095 0.121429 0.507275 0.028195 0.149441
rffE.txt 0.103723 0.125000 0.483186 0.013224 0.114055
rffG.txt 0.095775 0.126761 0.469984 0.022570 0.137883
rffH.txt 0.105802 0.126280 0.479333 0.018175 0.179258
rffM.txt 0.130081 0.097561 0.464273 0.037297 0.191887
rffT.txt 0.105850 0.105850 0.484618 0.006318 0.175681
rhaA.txt 0.105012 0.140811 0.464704 0.027477 0.171534
rhaB.txt 0.071575 0.108384 0.482027 0.032079 0.168993
rhaD.txt 0.072993 0.102190 0.495012 0.021593 0.171273
rhaM.txt 0.096154 0.144231 0.442842 0.039049 0.235023
rhaR.txt 0.095745 0.113475 0.459535 0.007250 0.167472
rhaS.txt 0.093525 0.118705 0.447882 0.010726 0.210572
rhaT.txt 0.069767 0.034884 0.591634 0.037896 0.194704
rhlB.txt 0.125891 0.125891 0.461520 0.008898 0.207522
rhlE.txt 0.156388 0.112335 0.443759 0.051440 0.176154
rho.txt 0.138425 0.140811 0.466905 0.002199 0.180150
rhoL.txt 0.181818 0.060606 0.387879 0.120291 0.137459
rhsA.txt 0.120552 0.132171 0.415872 0.003796 0.141263
rhsB.txt 0.117647 0.131113 0.417206 0.005217 0.140961
rhsC.txt 0.113815 0.127416 0.420568 0.005702 0.143559
rhsD.txt 0.110799 0.137447 0.420344 0.020097 0.137951
rhsE.txt 0.108504 0.137830 0.415771 0.019351 0.138470
rhtA.txt 0.061017 0.044068 0.605311 0.019196 0.182541
rhtB.txt 0.072816 0.019417 0.581985 0.058030 0.200253
rhtC.txt 0.082524 0.038835 0.591208 0.048045 0.185102
ribA.txt 0.102041 0.137755 0.479932 0.026453 0.140456
ribB.txt 0.092166 0.142857 0.483615 0.045599 0.158235
ribC.txt 0.098592 0.126761 0.488889 0.020634 0.163357
ribD.txt 0.103542 0.103542 0.474599 0.008065 0.178170
ribE.txt 0.083333 0.108974 0.532692 0.022508 0.191685
ribF.txt 0.134185 0.111821 0.492581 0.028176 0.178197
ridA.txt 0.101562 0.117188 0.509549 0.013940 0.122255
rihA.txt 0.073955 0.125402 0.511683 0.045490 0.152184
rihB.txt 0.070288 0.118211 0.513454 0.043945 0.171814
rihC.txt 0.072368 0.098684 0.532164 0.022316 0.193555
rimI.txt 0.081081 0.128378 0.479505 0.042340 0.165369
rimJ.txt 0.134021 0.108247 0.441810 0.036619 0.120107
rimK.txt 0.120000 0.116667 0.502481 0.008492 0.151587
rimL.txt 0.100559 0.122905 0.458845 0.014756 0.194367
rimM.txt 0.098901 0.153846 0.467766 0.052587 0.180722
rimO.txt 0.113379 0.154195 0.468934 0.033731 0.178861
rimP.txt 0.086667 0.160000 0.505185 0.068612 0.233609
rlmA.txt 0.111524 0.115242 0.468401 0.005240 0.151423
rlmB.txt 0.106996 0.119342 0.496296 0.005848 0.177447
rlmC.txt 0.098667 0.101333 0.493807 0.000963 0.187003
rlmD.txt 0.117783 0.106236 0.474468 0.017202 0.200943
rlmE.txt 0.153110 0.119617 0.472887 0.034370 0.183246
rlmF.txt 0.120130 0.094156 0.457504 0.032529 0.193659
rlmG.txt 0.105820 0.116402 0.479835 0.003466 0.214096
rlmH.txt 0.135484 0.122581 0.465663 0.017399 0.137763
rlmI.txt 0.126263 0.123737 0.480247 0.005747 0.133625
rlmJ.txt 0.121429 0.114286 0.459841 0.016611 0.160345
rlmL.txt 0.129630 0.115385 0.460130 0.019406 0.165512
rlmM.txt 0.125683 0.125683 0.467608 0.003896 0.152861
rlmN.txt 0.132812 0.135417 0.467679 0.000057 0.181174
rlpA.txt 0.066298 0.071823 0.472805 0.005169 0.151293
rluA.txt 0.123288 0.118721 0.452461 0.014205 0.151208
rluB.txt 0.182131 0.130584 0.435052 0.054606 0.148798
rluC.txt 0.172414 0.125392 0.448798 0.055165 0.152954
rluD.txt 0.125767 0.144172 0.453817 0.005140 0.181209
rluE.txt 0.152074 0.105991 0.425653 0.048337 0.199222
rluF.txt 0.186207 0.134483 0.442031 0.054745 0.187722
rmf.txt 0.218182 0.090909 0.373737 0.131097 0.108738
rmuC.txt 0.122105 0.153684 0.427696 0.026984 0.124213
rna.txt 0.126866 0.104478 0.454270 0.025084 0.102452
rnb.txt 0.127329 0.158385 0.469237 0.025320 0.160323
rnc.txt 0.128319 0.137168 0.450147 0.001593 0.165765
rnd.txt 0.101333 0.133333 0.483348 0.027836 0.187655
rne.txt 0.130066 0.159284 0.428380 0.023762 0.176680
rng.txt 0.126789 0.153374 0.469052 0.020474 0.173352
rnhA.txt 0.135484 0.122581 0.429892 0.020097 0.163088
rnhB.txt 0.116162 0.116162 0.499383 0.010817 0.161064
rnk.txt 0.073529 0.154412 0.496814 0.075686 0.202436
rnlA.txt 0.092437 0.100840 0.496110 0.001893 0.160154
rnlB.txt 0.073171 0.146341 0.511382 0.069409 0.169108
rnpA.txt 0.210084 0.075630 0.448459 0.142296 0.183064
rnr.txt 0.161132 0.150062 0.438759 0.016114 0.154941
rnt.txt 0.083721 0.125581 0.494367 0.034529 0.212770
rob.txt 0.114187 0.117647 0.460554 0.002087 0.184838
rodZ.txt 0.091988 0.100890 0.456512 0.007607 0.228182
rof.txt 0.095238 0.190476 0.454497 0.087275 0.135590
roxA.txt 0.080429 0.160858 0.451564 0.071379 0.190263
rpe.txt 0.097778 0.137778 0.507358 0.033672 0.110085
rph.txt 0.109649 0.131579 0.483723 0.019216 0.209297
rpiA.txt 0.086758 0.114155 0.525571 0.023105 0.167139
rpiB.txt 0.100671 0.107383 0.502983 0.002401 0.122567
rpiR.txt 0.094595 0.104730 0.507320 0.005739 0.193532
rplA.txt 0.145299 0.106838 0.487939 0.040513 0.175437
rplB.txt 0.197802 0.076923 0.422304 0.128545 0.145992
rplC.txt 0.148325 0.100478 0.473897 0.051307 0.193160
rplD.txt 0.159204 0.119403 0.473853 0.043412 0.190201
rplE.txt 0.173184 0.134078 0.468653 0.040296 0.112874
rplF.txt 0.146893 0.096045 0.474765 0.054731 0.136355
rplI.txt 0.120805 0.127517 0.510067 0.003421 0.110951
rplJ.txt 0.145455 0.127273 0.505051 0.019508 0.124979
rplK.txt 0.133803 0.084507 0.493192 0.049050 0.150035
rplL.txt 0.115702 0.181818 0.532782 0.066017 0.135694
rplM.txt 0.176056 0.105634 0.439984 0.082244 0.175748
rplN.txt 0.186992 0.089431 0.485818 0.099013 0.184351
rplO.txt 0.187500 0.076389 0.472222 0.112773 0.195178
rplP.txt 0.220588 0.073529 0.457353 0.148778 0.221509
rplQ.txt 0.204724 0.102362 0.437270 0.107834 0.135570
rplR.txt 0.188034 0.102564 0.456125 0.091642 0.168387
rplS.txt 0.208696 0.104348 0.441449 0.108536 0.204205
rplT.txt 0.254237 0.050847 0.462618 0.205315 0.185778
rplU.txt 0.174757 0.116505 0.459008 0.067603 0.259678
rplV.txt 0.209091 0.118182 0.461212 0.099631 0.252983
rplW.txt 0.210000 0.130000 0.458556 0.084807 0.167811
rplX.txt 0.211538 0.105769 0.457692 0.108036 0.176783
rplY.txt 0.180851 0.127660 0.447991 0.060853 0.159754
rpmA.txt 0.223529 0.094118 0.429150 0.137503 0.170501
rpmB.txt 0.230769 0.076923 0.427778 0.162678 0.136746
rpmC.txt 0.190476 0.126984 0.426984 0.067362 0.119424
rpmD.txt 0.186441 0.084746 0.484746 0.109853 0.190157
rpmE.txt 0.185714 0.100000 0.427937 0.094226 0.139776
rpmF.txt 0.228070 0.070175 0.391813 0.174685 0.258452
rpmG.txt 0.272727 0.090909 0.410707 0.190414 0.107715
rpmH.txt 0.347826 0.000000 0.376570 0.352940 0.142412
rpmI.txt 0.307692 0.015385 0.431453 0.306405 0.235491
rpmJ.txt 0.315789 0.052632 0.432164 0.266930 0.170753
rpoA.txt 0.118541 0.173252 0.474704 0.049115 0.171913
rpoB.txt 0.126677 0.159463 0.456168 0.029462 0.161565
rpoC.txt 0.132196 0.135039 0.473363 0.000478 0.179450
rpoD.txt 0.130506 0.203915 0.434566 0.069889 0.247973
rpoE.txt 0.130890 0.146597 0.471728 0.014520 0.184478
rpoH.txt 0.137324 0.158451 0.444210 0.015965 0.219253
rpoN.txt 0.094340 0.163522 0.451619 0.064730 0.206752
rpoS.txt 0.139394 0.193939 0.441246 0.051475 0.202596
rpoZ.txt 0.142857 0.186813 0.441758 0.043780 0.170432
rppH.txt 0.164773 0.096591 0.425063 0.069210 0.222303
rpsA.txt 0.131059 0.183124 0.466627 0.048615 0.161057
rpsB.txt 0.132780 0.136929 0.470263 0.001759 0.181236
rpsC.txt 0.188841 0.107296 0.453124 0.085674 0.150481
rpsD.txt 0.203883 0.121359 0.426214 0.085881 0.151954
rpsE.txt 0.131737 0.077844 0.488822 0.059658 0.177834
rpsF.txt 0.137405 0.198473 0.417218 0.049921 0.189419
rpsG.txt 0.184358 0.106145 0.448914 0.082263 0.167145
rpsH.txt 0.153846 0.115385 0.488889 0.038239 0.169781
rpsI.txt 0.223077 0.100000 0.423675 0.124929 0.198502
rpsJ.txt 0.165049 0.135922 0.460841 0.036202 0.151546
rpsK.txt 0.178295 0.062016 0.450474 0.121379 0.249859
rpsL.txt 0.225806 0.056452 0.430824 0.174108 0.210119
rpsM.txt 0.220339 0.101695 0.452919 0.124490 0.219777
rpsN.txt 0.247525 0.099010 0.411661 0.150575 0.151495
rpsO.txt 0.191011 0.112360 0.425218 0.092179 0.139566
rpsP.txt 0.182927 0.109756 0.463415 0.079075 0.140112
rpsQ.txt 0.202381 0.130952 0.467460 0.079293 0.177101
rpsR.txt 0.240000 0.080000 0.413926 0.162733 0.275395
rpsS.txt 0.217391 0.086957 0.431159 0.143431 0.189264
rpsT.txt 0.241379 0.057471 0.421711 0.192084 0.193744
rpsU.txt 0.323944 0.126761 0.378873 0.200138 0.187809
rraA.txt 0.062112 0.180124 0.506004 0.116755 0.225496
rraB.txt 0.043478 0.340580 0.432770 0.292235 0.233508
rrrD.txt 0.133333 0.078788 0.481953 0.056687 0.138270
rrrQ.txt 0.146893 0.107345 0.455430 0.039533 0.102562
rsd.txt 0.113924 0.145570 0.469198 0.022665 0.170533
rseA.txt 0.069444 0.111111 0.433385 0.035042 0.205738
rseB.txt 0.110063 0.103774 0.471419 0.007001 0.145787
rseC.txt 0.069182 0.069182 0.559679 0.000388 0.220862
rseP.txt 0.100000 0.102222 0.529407 0.000888 0.122051
rsfS.txt 0.085714 0.171429 0.503810 0.079322 0.120824
rsgA.txt 0.120000 0.151429 0.455048 0.023548 0.206430
rsmA.txt 0.091575 0.087912 0.488767 0.009634 0.184187
rsmB.txt 0.116550 0.116550 0.456229 0.005710 0.207874
rsmC.txt 0.102041 0.116618 0.487658 0.008572 0.192672
rsmD.txt 0.106061 0.116162 0.470483 0.006699 0.208085
rsmE.txt 0.115226 0.127572 0.475949 0.005964 0.169206
rsmF.txt 0.098121 0.121086 0.478334 0.018826 0.199151
rsmG.txt 0.106280 0.125604 0.482931 0.010124 0.189064
rsmH.txt 0.140575 0.150160 0.455911 0.005640 0.173419
rsmI.txt 0.108392 0.132867 0.481313 0.016324 0.148441
rsmJ.txt 0.124000 0.128000 0.499022 0.001577 0.209865
rspA.txt 0.096535 0.126238 0.466997 0.021265 0.169678
rspB.txt 0.094395 0.112094 0.510685 0.011295 0.140407
rssA.txt 0.095541 0.105096 0.509306 0.003845 0.216698
rssB.txt 0.086053 0.106825 0.507847 0.016258 0.162253
rstA.txt 0.107438 0.136364 0.492929 0.023152 0.213825
rstB.txt 0.096998 0.122402 0.497126 0.016737 0.153770
rsuA.txt 0.108225 0.142857 0.459692 0.023375 0.195421
rsxA.txt 0.056995 0.031088 0.642142 0.026665 0.170907
rsxB.txt 0.062500 0.119792 0.522569 0.054434 0.203031
rsxC.txt 0.139189 0.124324 0.453784 0.018243 0.179579
rsxD.txt 0.056818 0.034091 0.576136 0.027410 0.223924
rsxE.txt 0.073593 0.064935 0.576239 0.010361 0.175772
rsxG.txt 0.097087 0.101942 0.485707 0.001864 0.169318
rtcA.txt 0.091716 0.094675 0.514497 0.002534 0.149502
rtcB.txt 0.102941 0.120098 0.475490 0.011233 0.215557
rtcR.txt 0.129699 0.133459 0.459691 0.000955 0.163000
rtn.txt 0.094595 0.108108 0.511669 0.009130 0.149636
rusA.txt 0.158333 0.116667 0.435000 0.047446 0.173582
rutA.txt 0.089005 0.117801 0.482315 0.025287 0.160439
rutB.txt 0.073913 0.095652 0.499807 0.017789 0.255128
rutC.txt 0.078125 0.101562 0.527778 0.018260 0.150972
rutD.txt 0.067669 0.093985 0.510317 0.017021 0.206337
rutE.txt 0.096939 0.107143 0.478061 0.006928 0.159474
rutF.txt 0.067073 0.079268 0.511585 0.006302 0.151681
rutG.txt 0.042986 0.036199 0.610809 0.010391 0.161177
rutR.txt 0.122642 0.108491 0.507652 0.017432 0.170184
ruvA.txt 0.113300 0.128079 0.506294 0.011309 0.149400
ruvB.txt 0.110119 0.145833 0.490112 0.032034 0.200496
ruvC.txt 0.109827 0.075145 0.509441 0.038506 0.190221
rzoD.txt 0.116667 0.033333 0.500741 0.081768 0.251877
rzoR.txt 0.081967 0.032787 0.506193 0.047633 0.341098
rzpD.txt 0.163399 0.130719 0.454757 0.035262 0.097850
rzpR.txt 0.161616 0.161616 0.434119 0.001894 0.117195
sad.txt 0.095238 0.116883 0.496392 0.017881 0.142801
safA.txt 0.092308 0.076923 0.554872 0.022794 0.160848
sanA.txt 0.117155 0.092050 0.501581 0.027856 0.185021
sapA.txt 0.107861 0.109689 0.464229 0.002819 0.136862
sapB.txt 0.068536 0.056075 0.581862 0.017438 0.174500
sapC.txt 0.054054 0.074324 0.583221 0.017298 0.172155
sapD.txt 0.133333 0.106061 0.460337 0.033131 0.156675
sapF.txt 0.126866 0.111940 0.473093 0.023053 0.199289
satP.txt 0.037234 0.031915 0.605792 0.008973 0.237836
sbcB.txt 0.109474 0.141053 0.455415 0.024752 0.157942
sbcC.txt 0.099237 0.127863 0.429485 0.022578 0.162820
sbcD.txt 0.082500 0.122500 0.472917 0.029489 0.164239
sbmA.txt 0.068966 0.064039 0.559442 0.010183 0.184775
sbmC.txt 0.082803 0.152866 0.459660 0.065812 0.155564
sbp.txt 0.124620 0.127660 0.449612 0.001357 0.141594
scpA.txt 0.091036 0.127451 0.486477 0.031936 0.181252
scpB.txt 0.095785 0.122605 0.497361 0.018585 0.213928
scpC.txt 0.085366 0.105691 0.492028 0.010691 0.183589
sdaA.txt 0.083700 0.121145 0.494347 0.031639 0.166013
sdaB.txt 0.085714 0.112088 0.505739 0.020655 0.166651
sdaC.txt 0.062937 0.048951 0.589718 0.018321 0.204935
sdhA.txt 0.105442 0.127551 0.463983 0.014840 0.146789
sdhB.txt 0.117647 0.121849 0.466760 0.002545 0.141947
sdhC.txt 0.085271 0.054264 0.593023 0.036605 0.343145
sdhD.txt 0.043478 0.034783 0.652077 0.012851 0.281593
sdhE.txt 0.147727 0.193182 0.437879 0.037809 0.256250
sdiA.txt 0.112500 0.116667 0.461296 0.000508 0.203877
secA.txt 0.129856 0.160932 0.448070 0.025250 0.152918
secB.txt 0.045161 0.135484 0.479140 0.086362 0.182344
secD.txt 0.104065 0.099187 0.512846 0.006430 0.140626
secE.txt 0.102362 0.055118 0.597375 0.049154 0.120146
secF.txt 0.077399 0.095975 0.544548 0.014060 0.162242
secG.txt 0.054545 0.054545 0.541717 0.000007 0.209402
secM.txt 0.094118 0.058824 0.468758 0.045200 0.223244
secY.txt 0.085779 0.047404 0.566943 0.040393 0.158576
selA.txt 0.105832 0.118790 0.493904 0.007566 0.126368
selB.txt 0.120521 0.138436 0.460677 0.008970 0.136052
selD.txt 0.089337 0.115274 0.507589 0.022333 0.137933
seqA.txt 0.132597 0.116022 0.468201 0.022897 0.232745
serA.txt 0.092683 0.112195 0.502791 0.012147 0.197245
serB.txt 0.099379 0.118012 0.510110 0.015232 0.191935
serC.txt 0.099448 0.121547 0.487446 0.018419 0.144239
serS.txt 0.125581 0.158140 0.450284 0.027231 0.180325
setA.txt 0.061224 0.038265 0.599121 0.023871 0.190293
setB.txt 0.068702 0.043257 0.593271 0.028571 0.153285
setC.txt 0.068528 0.058376 0.593542 0.012589 0.158992
sfmA.txt 0.038889 0.083333 0.523395 0.042073 0.216844
sfmC.txt 0.104348 0.060870 0.501498 0.046601 0.145265
sfmD.txt 0.071511 0.092272 0.459913 0.016784 0.167779
sfmF.txt 0.064327 0.099415 0.517284 0.034328 0.173519
sfmH.txt 0.055385 0.086154 0.507966 0.029827 0.204215
sfsA.txt 0.115385 0.119658 0.462203 0.000387 0.148569
sfsB.txt 0.152174 0.097826 0.425000 0.062186 0.209268
sgbE.txt 0.073593 0.116883 0.475950 0.031020 0.201725
sgbH.txt 0.095455 0.122727 0.503081 0.022291 0.136792
sgbU.txt 0.122378 0.143357 0.476418 0.017119 0.161153
sgcA.txt 0.062937 0.083916 0.502642 0.018221 0.215867
sgcB.txt 0.065217 0.076087 0.516908 0.009578 0.236876
sgcC.txt 0.066362 0.054920 0.610704 0.013980 0.169649
sgcE.txt 0.071429 0.095238 0.497460 0.014881 0.224203
sgcQ.txt 0.093284 0.115672 0.511194 0.017521 0.143656
sgcR.txt 0.111538 0.123077 0.492906 0.005153 0.153321
sgcX.txt 0.091153 0.123324 0.501251 0.026394 0.133372
sgrR.txt 0.099819 0.110708 0.463965 0.000741 0.205945
sgrT.txt 0.116279 0.093023 0.437984 0.028165 0.178955
shiA.txt 0.068493 0.052511 0.572780 0.018389 0.252071
shoB.txt 0.153846 0.038462 0.676923 0.114129 0.506734
sieB.txt 0.135802 0.074074 0.515295 0.067269 0.138857
sixA.txt 0.055901 0.118012 0.522222 0.059986 0.192919
skp.txt 0.161491 0.118012 0.447481 0.043484 0.135460
slmA.txt 0.151515 0.141414 0.465993 0.012475 0.163280
slp.txt 0.069149 0.069149 0.484397 0.003658 0.170058
slt.txt 0.119380 0.110078 0.444134 0.010313 0.125120
slyA.txt 0.131944 0.138889 0.469213 0.002949 0.197932
slyB.txt 0.077419 0.058065 0.512616 0.019170 0.185241
slyD.txt 0.051020 0.183673 0.457483 0.108937 0.179741
slyX.txt 0.097222 0.180556 0.446914 0.073161 0.164334
smf.txt 0.080214 0.101604 0.506120 0.013284 0.241653
smg.txt 0.063694 0.222930 0.489950 0.156566 0.117267
smpB.txt 0.193750 0.112500 0.435417 0.088358 0.211837
smrA.txt 0.144385 0.117647 0.433333 0.036567 0.170065
smrB.txt 0.136612 0.125683 0.446448 0.024906 0.256711
smtA.txt 0.126437 0.122605 0.455300 0.011680 0.179148
sodA.txt 0.111650 0.121359 0.452319 0.000362 0.154767
sodB.txt 0.067358 0.098446 0.481232 0.022515 0.130502
sodC.txt 0.098266 0.121387 0.469236 0.013717 0.108551
sohB.txt 0.148997 0.128940 0.460649 0.025518 0.185131
solA.txt 0.086022 0.131720 0.474014 0.037738 0.184205
soxR.txt 0.162338 0.129870 0.454329 0.036420 0.155575
soxS.txt 0.158879 0.112150 0.442368 0.055738 0.211500
speA.txt 0.083587 0.147416 0.467072 0.056437 0.165795
speB.txt 0.084967 0.130719 0.488308 0.037454 0.161702
speC.txt 0.091421 0.120956 0.482044 0.021218 0.171599
speD.txt 0.098485 0.155303 0.465236 0.046535 0.142259
speE.txt 0.069444 0.121528 0.481096 0.040155 0.175011
speF.txt 0.092896 0.122951 0.473937 0.022873 0.139602
speG.txt 0.123656 0.145161 0.451195 0.008862 0.170438
spoT.txt 0.133903 0.121083 0.463090 0.021074 0.167035
sppA.txt 0.100324 0.110032 0.487684 0.007449 0.127557
spy.txt 0.167702 0.124224 0.415804 0.052445 0.104301
sra.txt 0.244444 0.088889 0.359012 0.166191 0.192749
srlA.txt 0.064171 0.048128 0.556031 0.021807 0.126282
srlB.txt 0.065041 0.138211 0.500271 0.061846 0.180987
srlD.txt 0.081081 0.088803 0.514414 0.005412 0.173721
srlE.txt 0.072100 0.075235 0.553640 0.000267 0.168454
srlR.txt 0.097276 0.136187 0.486079 0.032657 0.194850
srmB.txt 0.164414 0.144144 0.438063 0.028312 0.196467
ssb.txt 0.089888 0.101124 0.421348 0.009832 0.199783
sseA.txt 0.078292 0.156584 0.490747 0.072288 0.163673
sseB.txt 0.085271 0.178295 0.480405 0.089387 0.197167
ssnA.txt 0.092760 0.122172 0.487456 0.018976 0.152760
sspA.txt 0.113208 0.146226 0.470545 0.028538 0.128520
sspB.txt 0.084848 0.175758 0.451987 0.086404 0.263085
sstT.txt 0.055556 0.043478 0.598658 0.014398 0.180457
ssuA.txt 0.103448 0.090909 0.491397 0.015561 0.138716
ssuB.txt 0.113725 0.117647 0.499041 0.000883 0.192018
ssuC.txt 0.068441 0.053232 0.586143 0.019801 0.142334
ssuD.txt 0.094488 0.118110 0.478711 0.016689 0.190048
ssuE.txt 0.094241 0.104712 0.492147 0.001629 0.164094
stfE.txt 0.084270 0.106742 0.476779 0.020081 0.178924
stfR.txt 0.088393 0.088393 0.463681 0.004359 0.163392
sthA.txt 0.092275 0.113734 0.474773 0.011113 0.164162
stpA.txt 0.171642 0.164179 0.411774 0.007564 0.204772
sucA.txt 0.107181 0.126474 0.450994 0.010806 0.190426
sucB.txt 0.125926 0.145679 0.475912 0.015524 0.148924
sucC.txt 0.105670 0.126289 0.502635 0.017860 0.121082
sucD.txt 0.093426 0.100346 0.517955 0.002447 0.177515
sufA.txt 0.073770 0.131148 0.488525 0.050179 0.168647
sufB.txt 0.086869 0.129293 0.466846 0.037344 0.170125
sufC.txt 0.104839 0.157258 0.477195 0.047621 0.136837
sufD.txt 0.092199 0.108747 0.461886 0.003637 0.171497
sufE.txt 0.115942 0.123188 0.480998 0.005883 0.138213
sufS.txt 0.071429 0.098522 0.499891 0.016691 0.168897
sugE.txt 0.047619 0.019048 0.640952 0.033128 0.298322
suhB.txt 0.116105 0.119850 0.480982 0.000210 0.203789
sulA.txt 0.076923 0.082840 0.476660 0.002477 0.276024
surA.txt 0.112150 0.116822 0.457503 0.000129 0.158096
sxy.txt 0.148325 0.119617 0.469803 0.031589 0.175040
syd.txt 0.082873 0.143646 0.469306 0.053394 0.228954
symE.txt 0.106195 0.088496 0.486726 0.021425 0.277763
tabA.txt 0.100000 0.146667 0.472370 0.037191 0.162670
tadA.txt 0.119760 0.119760 0.475649 0.012481 0.178259
tag.txt 0.101604 0.112299 0.468865 0.005548 0.242424
talA.txt 0.126582 0.142405 0.465014 0.010831 0.144698
talB.txt 0.119874 0.145110 0.476691 0.023959 0.138015
tam.txt 0.067460 0.126984 0.472751 0.052162 0.169391
tamA.txt 0.126516 0.117851 0.453861 0.011029 0.166705
tamB.txt 0.092931 0.120731 0.479702 0.026122 0.147066
tap.txt 0.073171 0.093809 0.495831 0.016115 0.153024
tar.txt 0.090416 0.110307 0.484268 0.016351 0.155515
tas.txt 0.098266 0.109827 0.464098 0.004065 0.185017
tatA.txt 0.146067 0.157303 0.447815 0.008526 0.152588
tatB.txt 0.105263 0.140351 0.457765 0.030799 0.126016
tatC.txt 0.065891 0.085271 0.583204 0.017029 0.238549
tatD.txt 0.088462 0.134615 0.482650 0.038553 0.119159
tatE.txt 0.164179 0.134328 0.513599 0.033415 0.293927
tauA.txt 0.093750 0.093750 0.497500 0.002261 0.143238
tauB.txt 0.105882 0.109804 0.496253 0.000205 0.162027
tauC.txt 0.072727 0.043636 0.595596 0.031735 0.223167
tauD.txt 0.106007 0.123675 0.443895 0.005710 0.155843
tbpA.txt 0.103976 0.103976 0.480496 0.001090 0.168790
tcdA.txt 0.115672 0.097015 0.509909 0.020562 0.186847
tdcA.txt 0.089744 0.102564 0.510221 0.011532 0.186833
tdcB.txt 0.103343 0.118541 0.504728 0.011330 0.202801
tdcC.txt 0.069977 0.051919 0.581916 0.020339 0.163192
tdcD.txt 0.081281 0.115764 0.497345 0.024715 0.173347
tdcE.txt 0.106021 0.133508 0.467350 0.021351 0.170196
tdcF.txt 0.093023 0.116279 0.513351 0.021824 0.153106
tdcG.txt 0.085903 0.105727 0.507930 0.013955 0.172676
tdcR.txt 0.097222 0.069444 0.488889 0.036071 0.158462
tdh.txt 0.099707 0.117302 0.505637 0.011038 0.193515
tdk.txt 0.112195 0.126829 0.464390 0.009623 0.157954
tehA.txt 0.054545 0.045455 0.581044 0.013197 0.170554
tehB.txt 0.137056 0.137056 0.458206 0.003225 0.145209
tesA.txt 0.091346 0.091346 0.477618 0.004651 0.169695
tesB.txt 0.090909 0.108392 0.471834 0.007450 0.134424
tfaD.txt 0.101604 0.165775 0.458348 0.058927 0.186952
tfaE.txt 0.080000 0.150000 0.457944 0.065593 0.130235
tfaQ.txt 0.078534 0.172775 0.458871 0.089080 0.187808
tfaR.txt 0.078534 0.167539 0.458871 0.083848 0.191325
tfaX.txt 0.032787 0.196721 0.459381 0.159827 0.171576
tgt.txt 0.128000 0.144000 0.454222 0.010182 0.170899
thiC.txt 0.106181 0.134707 0.456999 0.020501 0.177708
thiD.txt 0.082707 0.105263 0.495865 0.015606 0.190971
thiE.txt 0.094787 0.118483 0.503581 0.017928 0.203702
thiF.txt 0.083665 0.115538 0.495662 0.031691 0.187303
thiG.txt 0.074219 0.101562 0.533377 0.022002 0.146499
thiH.txt 0.122016 0.127321 0.448011 0.000730 0.161958
thiI.txt 0.132780 0.145228 0.475334 0.006213 0.186780
thiK.txt 0.127737 0.091241 0.450568 0.044301 0.213851
thiL.txt 0.073846 0.141538 0.508342 0.062995 0.174474
thiM.txt 0.053435 0.087786 0.524724 0.024897 0.181221
thiP.txt 0.076493 0.054104 0.578109 0.023631 0.181700
thiQ.txt 0.086207 0.073276 0.512979 0.018927 0.185009
thiS.txt 0.030303 0.106061 0.495623 0.068836 0.235861
thrA.txt 0.097561 0.118293 0.503902 0.017016 0.173194
thrB.txt 0.087097 0.109677 0.502688 0.018755 0.124739
thrC.txt 0.091121 0.123832 0.489252 0.027322 0.186713
thrL.txt 0.095238 0.000000 0.511640 0.095190 0.641475
thrS.txt 0.129283 0.155763 0.445154 0.018421 0.151854
thyA.txt 0.094697 0.128788 0.457576 0.024608 0.197014
